Name,Address,Municipality,Categories,Cuisine_Type,Rating,Rating_Band,Latitude,Longitude,Is_Halal,Is_Vegetarian,Is_Vegan,Has_Parking,Is_Family_Friendly,Is_Romantic,Has_Scenic_View,Has_Outdoor,Has_Wifi,Dominant_Topic,Topic_Label,Topic_1_Pct,Topic_2_Pct,Topic_3_Pct
Laila Restaurant,,Batu 22,Thai Restaurant,Thai,5.0,Excellent (≥4.5★),5.0720272,103.052519499999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,72.26,16.12,5.05
Dinung Cafe,,"No 4, Jalan Taman Tiras",Cafe,Cafe,5.0,Excellent (≥4.5★),5.073367,103.0238897,No,No,No,No,No,No,Yes,No,No,4,Malay Review Sentiment,67.11,23.24,5.72
Fatehah & Family Corner,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0735971,103.017224,No,No,No,Yes,No,No,No,No,No,6,Seafood & Local Snacks,59.36,28.89,6.48
Cuyie Restaurant,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0719991,103.0254073,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ban Munok Cafe,,Hulu Terengganu,Restaurant,Other,2.0,Below Average (<3.0★),5.073333,103.0241288,No,No,No,No,Yes,No,No,Yes,No,1,Overall Dining Experience,65.84,23.2,5.86
Pak Tam Restoran,,Kampung Rahmat,Asian Restaurant,Asian,4.0,Very Good (≥4.0★),5.0744291,103.020663399999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,64.9,25.31,3.26
D'Payang Kitchen,,Bukit Tok Bat,Restaurant,Other,5.0,Excellent (≥4.5★),5.0731405,103.0262242,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,70.65,15.6,4.86
Restoran Kak Zah,,Kampung Batu 24,Restaurant,Other,4.0,Very Good (≥4.0★),5.0727034,103.025824899999,No,No,No,Yes,Yes,No,No,No,No,3,Location & Ambiance,61.08,27.16,4.98
Famous Fried Chicken,,Hulu Terengganu,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.0733266,103.020844,No,No,No,Yes,Yes,No,Yes,No,No,1,Overall Dining Experience,74.11,15.05,6.2
The Payek Cafe,,Taman Bestari Gong Badak,Western Restaurant,Western,5.0,Excellent (≥4.5★),5.3970077,103.074787899999,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,66.37,18.24,7.2
Baba Tomyam Restaurant,,Kampung Batu 24,Thai Restaurant,Thai,5.0,Excellent (≥4.5★),5.0734324,103.0232212,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Eyka Seafood Restoran,,Jln Stesen Bas Lama,Restaurant,Other,5.0,Excellent (≥4.5★),5.07090459999999,103.0118408,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,79.86,9.14,4.08
Rancabali Cafe,,Hulu Terengganu,Restaurant,Other,3.0,Good (≥3.0★),5.07136599999999,103.035029,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,55.65,38.97,1.86
Kfc Kuala Berang,,"Taman, Jalan Sungai Bajar",Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.07381109999999,103.021602699999,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,68.0,19.23,6.11
Restoran Polis Evo,,Kuala Terengganu,Restaurant,Other,3.0,Good (≥3.0★),5.0818373,103.0259241,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,68.89,25.53,2.54
K Ilah,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.07716829999999,103.016789899999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,52.56,31.9,5.36
Lantana Char Kuetiau & Mi Rebus,,Banggol Rotan Saga,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.0792657,103.019809,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,46.4,45.23,3.06
Sahabatku Restoran,,Hulu Terengganu,Restaurant,Other,3.0,Good (≥3.0★),5.0732434,103.013819,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,74.65,7.27,5.21
Selera Nasi Kukus,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0734601,103.0313834,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,63.07,22.07,7.69
Nasi Kunyit Soru,,Hulu Terengganu,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.0732057,103.014150199999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,52.58,31.88,5.36
Amr Char Koteaw,,Hulu Terengganu,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.0734808,103.0107891,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,66.96,25.88,2.56
Coconut Shake Kuala Berang,,Jalan Taman Kenanga,Hawker Stall,Malay,5.0,Excellent (≥4.5★),5.0738926,103.0200005,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
K Restoran Kak Nur,,Hulu Terengganu,Restaurant,Other,1.0,Below Average (<3.0★),5.0725204,103.011524999999,No,No,No,No,Yes,No,Yes,No,No,1,Overall Dining Experience,65.74,20.24,4.64
Rumah Singgah Cafe,,Kampung Batu 24,Restaurant,Other,1.0,Below Average (<3.0★),5.0713989,103.0349655,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,59.78,28.26,10.16
Senor Corner,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.07261549999999,103.0261785,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,73.2,16.35,3.38
Garasi Cafe,,Kampung Lebak,Restaurant,Other,5.0,Excellent (≥4.5★),5.0569814,103.014451499999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,85.19,4.25,3.04
Kedai Sikyang Wiwa Fc,,"Lot 6568, Jalan",Restaurant,Other,5.0,Excellent (≥4.5★),5.07262149999999,103.0294141,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,63.87,27.55,2.76
Roti Sarang Burung,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0561763,103.001851,No,No,No,No,No,No,No,No,No,3,Location & Ambiance,56.36,25.65,11.71
Pok Tam Western,,Hulu Terengganu,Western Restaurant,Western,3.0,Good (≥3.0★),5.074285,103.0206204,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,90.13,2.9,2.01
Warung Jawa,,Kampung Kuala Pueh,Restaurant,Other,5.0,Excellent (≥4.5★),5.0657461,102.9377892,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,57.68,27.51,8.03
Roti Binjai Legend (Kayu Keramat Gergasi),,Kampung Buluh,Restaurant,Other,5.0,Excellent (≥4.5★),5.0579298,103.0058184,No,No,No,No,Yes,No,No,No,No,5,Western & Fusion Food,67.28,18.24,10.38
Der Okb Catering Restaurant,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0731642,103.036782399999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,79.87,7.83,3.65
Warung Villa Lebak,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0587851,103.0177868,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,66.2,23.51,4.39
Dsobrie,,Kampung Buluh,Restaurant,Other,5.0,Excellent (≥4.5★),5.0705472,103.0119576,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,87.74,3.52,2.52
Chang Wang Restaurant,,Hulu Terengganu,Chinese Restaurant,Chinese,1.0,Below Average (<3.0★),5.0733847,103.011750999999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,41.71,27.52,9.3
Rr Station,,Bandar,Restaurant,Other,1.0,Below Average (<3.0★),5.0706542,103.011985099999,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,30.09,29.86,28.93
Sri Tanjung Seafood,,Hulu Terengganu,Restaurant,Other,2.0,Below Average (<3.0★),5.0846635,103.0255622,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,72.43,16.73,6.14
Restoran Man Mee Udang,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0774386,103.0734394,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Dapple Fried Chicken Kuala Berang,,Hulu Terengganu,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.0705136,103.012458799999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,85.05,8.78,2.82
Warung Cik Yah,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0619036,103.0188391,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,79.99,5.85,4.18
Restoran Azimah,,Kampung Batu 24,Restaurant,Other,5.0,Excellent (≥4.5★),5.0732861,103.028049099999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,78.8,12.56,3.0
Rojak Kateh Madu Dapur Arang,,Kampung Bukit Tok Bat,Restaurant,Other,2.0,Below Average (<3.0★),5.0763234,103.028349499999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,60.65,11.29,8.08
Warung Norazila Selera Kampung,,Kuala Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.31739439999999,103.1339028,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,68.16,18.95,5.77
Warung Family Tieypyan,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0623916,103.008067099999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Mei Fong Curry Noodles,,Kampung Banggul,Noodle Shop,Malay,3.0,Good (≥3.0★),5.333011,103.1327719,Yes,Yes,No,No,Yes,Yes,No,Yes,No,5,Western & Fusion Food,62.12,27.15,8.44
Churros Kuala Berang By Orked Dchurros,,Kampung Batu 24,Hawker Stall,Malay,5.0,Excellent (≥4.5★),5.0731781,103.027469099999,Yes,No,No,No,No,No,No,Yes,No,4,Malay Review Sentiment,51.44,28.21,14.07
Nasi Dagang Corner,,Kampung Batu 24,Restaurant,Other,4.0,Very Good (≥4.0★),5.0736425,103.0257092,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,79.46,10.87,2.96
Warung Bakso Pok Daud,,Tg Putat,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.0585444,103.014327099999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Gerai Makan Tiang Kayu,,Hulu Terengganu,Restaurant,Other,3.0,Good (≥3.0★),5.0640407,103.0193862,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,81.3,5.36,3.84
Aima Grill Fish Restaurant,,Unknown,Restaurant,Other,5.0,Excellent (≥4.5★),5.78350009999999,103.013092,No,No,No,No,No,No,Yes,Yes,No,6,Seafood & Local Snacks,69.18,22.78,4.94
Nasi Bajet Bawah Jejantas,,Kampung Batu 24,Restaurant,Other,5.0,Excellent (≥4.5★),5.0733242,103.028747099999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,62.44,32.29,1.83
Juara Menu Desa,,Hulu Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0693056,103.020345499999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung Rakaf,,Hulu Terengganu,Restaurant,Other,3.0,Good (≥3.0★),5.0728824,103.027495199999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,84.06,3.85,3.65
Warung Pokmat,,Kampung Buluh,Diner,Western,5.0,Excellent (≥4.5★),5.0617689,103.0071256,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,90.88,2.62,1.87
Ayam Gepuk Pak Zayn,,Kampung Batu 24,Asian Restaurant,Asian,5.0,Excellent (≥4.5★),5.07326249999999,103.021846599999,No,No,No,No,No,No,No,No,No,5,Western & Fusion Food,40.74,38.91,19.1
Viena Kunafa,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.072901,103.014851999999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,84.83,4.6,3.05
Nasi Ayam Kampung D Anie,,Kampung Lebak,Restaurant,Other,5.0,Excellent (≥4.5★),5.0606525,103.018323299999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,80.42,9.28,3.21
Yy Coffe,,Kampung Lebak,Restaurant,Other,5.0,Excellent (≥4.5★),5.0717953,103.0254262,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Rumah Abah,,Hulu Terengganu,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.05771829999999,102.9993739,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Hulu Terengganu District Council,,Hulu Terengganu,Local Government Office,Other,4.0,Very Good (≥4.0★),5.0731148,103.009256499999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,72.83,15.24,7.1
The Sosej 'Sedak Nunggeng',,Hulu Terengganu,Thai Restaurant,Thai,5.0,Excellent (≥4.5★),5.0732935,103.014655199999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Nasi Belauk Bawah Pokok,,Hulu Terengganu,Breakfast Restaurant,Cafe,3.0,Good (≥3.0★),5.0709855,103.0120967,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Samurai Street Burger,,Pekan,Hamburger Restaurant,Western,5.0,Excellent (≥4.5★),5.0738911,103.0172017,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,80.66,11.89,2.87
Kedai Ayam Gunting Cikman,,Kampung Batu 24,Fried Chicken Takeaway,Other,5.0,Excellent (≥4.5★),5.0729352,103.0284016,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Milan Satay Seafood And Drinks,,Jalan Besar,Restaurant,Other,1.0,Below Average (<3.0★),5.0732997,103.0169683,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,77.47,16.67,3.03
Kantin Depoh Jkr,,Kampung Batu 24,Restaurant,Other,5.0,Excellent (≥4.5★),5.0743208,103.0218677,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung Selera Libas,,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),5.0791952,103.0221466,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,60.61,24.01,8.67
Warung Batu Bersurat,,Kampung Buluh,Restaurant,Other,5.0,Excellent (≥4.5★),5.05619169999999,103.0034489,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Teratak Bonda,,Kampung Bukit Tok Bat,Restaurant,Other,5.0,Excellent (≥4.5★),5.0746348,103.018246699999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Kedai Warung Mek,,Jalan Seri Berang,Malaysian Restaurant,Malay,5.0,Excellent (≥4.5★),5.0791854,103.0202762,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Geraialong Warongkampong,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0636052,103.007744399999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nasi Kerabu Kufa,,Hulu Terengganu,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),5.07350859999999,103.013975199999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,64.41,22.69,4.06
Restaurant Stuff Crab,,Kampung Dusun Nyior,Restaurant,Other,5.0,Excellent (≥4.5★),4.23135109999999,103.4282899,No,No,No,Yes,No,No,Yes,No,No,6,Seafood & Local Snacks,63.65,21.44,11.28
Warung Mee Rebus Telur Masin,,Kampung Buluh,Meat Dish Restaurant,Other,5.0,Excellent (≥4.5★),5.062556,103.007505999999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Roti Canai Sedap Padu,,Hulu Terengganu,Breakfast Restaurant,Cafe,1.0,Below Average (<3.0★),5.0734144,103.0155192,No,No,No,No,No,No,No,Yes,No,4,Malay Review Sentiment,80.62,8.31,6.56
Aminah Nasi Dagang,,Hulu Terengganu,Breakfast Restaurant,Cafe,5.0,Excellent (≥4.5★),5.07238809999999,103.012408799999,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,59.13,33.71,2.15
Warung Kak Ani Kg Temir,,Kampung Temir,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),5.06325519999999,102.9578701,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Nia Cafe,,Malaysia,Cafe,Cafe,5.0,Excellent (≥4.5★),5.89315349999999,102.7387122,No,No,No,No,Yes,No,Yes,No,No,1,Overall Dining Experience,54.27,28.18,12.31
Nasi Kukus Sedap Awek Comey,,"Lot 11500, Gertak Serong",Family Restaurant,Family,5.0,Excellent (≥4.5★),5.07323149999999,103.0281042,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Amin Nasi Kerabu,,Kampung Berang,Family Restaurant,Family,5.0,Excellent (≥4.5★),5.0741765,103.0039731,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Suite18 Boutique Hotel,,Kampung Banggul,Hotel,Other,5.0,Excellent (≥4.5★),5.3347457,103.1340908,No,No,No,Yes,Yes,No,No,Yes,No,1,Overall Dining Experience,59.97,32.16,5.0
Pisang Cheese Zana,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0609472,103.0069924,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Ayam Gepuk Sambal Bawang + Lada,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0729956,103.0085209,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,65.45,20.37,7.12
Felda Residence,,Kuala Terengganu,Hotel,Other,4.0,Very Good (≥4.0★),5.3286783,103.132502899999,No,No,No,No,No,No,Yes,No,No,1,Overall Dining Experience,73.98,13.41,8.87
Roti John Abdul,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.0732861,103.0144751,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Warung Patin Tempoyak & Ulam Budu,,Hulu Terengganu,Restaurant,Other,5.0,Excellent (≥4.5★),5.073748,103.0192991,No,No,No,No,No,No,No,No,No,2,Traditional Malay Food,81.88,5.36,3.84
Warung Family Nasi Kukus,,Kampung Bukit Kuang,Restaurant,Other,5.0,Excellent (≥4.5★),5.07635399999999,103.0184862,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
10 Pots Steamboat & Grill,,Jalan Raja Udang 2,Buffet Restaurant,Buffet,5.0,Excellent (≥4.5★),4.21697299999999,103.421652999999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,80.16,13.61,2.05
Tong Juan Restaurant,,Kampung Dusun Nyior,Chinese Restaurant,Chinese,5.0,Excellent (≥4.5★),4.23147239999999,103.428049,Yes,No,No,No,Yes,No,No,No,No,6,Seafood & Local Snacks,70.57,23.9,3.44
4Fingers Crispy Chicken,,Bandar,Restaurant,Other,5.0,Excellent (≥4.5★),4.22375,103.419865899999,No,Yes,No,No,No,No,No,No,No,1,Overall Dining Experience,71.75,18.47,4.67
Kakilima,,"Lot Belakang Dominos Pizza, Sebaris Dengan Doco Murah, Sebelah Butik Bokitta",Restaurant,Other,5.0,Excellent (≥4.5★),4.22499109999999,103.4207194,No,No,No,No,Yes,No,Yes,Yes,No,1,Overall Dining Experience,71.62,14.06,11.0
Mamatin Kitchen,,Kampung Mak Lagam,Restaurant,Other,5.0,Excellent (≥4.5★),4.1923465,103.4100722,No,No,No,Yes,Yes,No,No,Yes,No,6,Seafood & Local Snacks,49.43,26.91,16.18
Casa Dinda By Nostimo'S,,Kampung Gong Pauh,Restaurant,Other,5.0,Excellent (≥4.5★),4.2287786,103.4188496,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,69.88,22.69,3.64
Secret Recipe,,Unknown,Restaurant,Other,5.0,Excellent (≥4.5★),4.2241222,103.4188174,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,71.13,20.03,3.94
Steven Coffee House,,Malaysia,Restaurant,Other,5.0,Excellent (≥4.5★),4.2205201,103.4202112,No,Yes,No,Yes,Yes,No,No,No,No,1,Overall Dining Experience,62.44,27.52,7.8
Banafsha,,Kampung Gong Pauh,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.2345915,103.4189361,No,No,No,Yes,No,No,No,Yes,No,5,Western & Fusion Food,66.41,18.91,9.75
Kemaman Station Kopitiam,,Taman Cukai Utama,Restaurant,Other,4.0,Very Good (≥4.0★),4.2214797,103.419178899999,No,No,No,Yes,Yes,No,Yes,Yes,No,1,Overall Dining Experience,69.83,20.77,4.53
Sushi Kemaman (Sushi Ying),,Kampung Gong Pauh,Delivery Restaurant,Fast Food,2.0,Below Average (<3.0★),4.2313987,103.410151399999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,67.6,19.07,5.4
"Fuddrehab Chukai, Terengganu (Best Nasi Arab In Kemaman)",,Besut,Fusion Restaurant,Asian,5.0,Excellent (≥4.5★),4.2425261,103.4229713,No,No,No,Yes,No,No,Yes,No,No,5,Western & Fusion Food,61.93,23.99,10.43
Layali Al Arab,,Taman Cukai Utama,Restaurant,Other,5.0,Excellent (≥4.5★),4.22038849999999,103.4204116,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,70.87,17.84,5.64
Kampung Kitchen,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.2065158,103.4353603,No,No,No,Yes,No,No,Yes,No,No,6,Seafood & Local Snacks,75.55,14.47,4.89
Restoran Tong Cheng,,Kemaman,Chinese Restaurant,Chinese,1.0,Below Average (<3.0★),4.228274,103.4272,No,No,No,No,Yes,No,No,No,No,6,Seafood & Local Snacks,65.5,27.3,4.98
A&W,,Kampung Gong Pauh,Fast Food Restaurant,Fast Food,5.0,Excellent (≥4.5★),4.2332253,103.4216156,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,66.71,19.39,7.35
Kedai Kopi Hai Peng,,Kampung Gong Pauh,Coffee Shop,Cafe,5.0,Excellent (≥4.5★),4.2347041,103.4218514,No,No,No,Yes,No,No,No,Yes,No,6,Seafood & Local Snacks,52.61,26.42,15.76
Al-Baik Restoran,,Kampung Janda,Restaurant,Other,5.0,Excellent (≥4.5★),4.23099259999999,103.367326699999,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,No Reviews,,,
Restoran Laguna Ikan Bakar,,Kemaman,Restaurant,Other,1.0,Below Average (<3.0★),4.2058208,103.4386449,No,No,No,No,Yes,No,Yes,No,No,6,Seafood & Local Snacks,54.64,24.82,9.91
Gerai D'Bira Bukit Geliga,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.2075398,103.433523999999,No,No,No,No,Yes,No,No,No,No,4,Malay Review Sentiment,71.42,21.99,2.77
Restoran Guan Fatt,,Kampung Dusun Nyior,Restaurant,Other,4.0,Very Good (≥4.0★),4.2290629,103.4281994,No,No,No,Yes,No,No,No,No,No,1,Overall Dining Experience,65.72,20.25,9.45
Leong Seafood Restaurant,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.22882839999999,103.426653899999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,61.53,25.38,8.54
Chubit Chubit Ikan Bakar Telok Kalong,,Kemaman,Family Restaurant,Family,5.0,Excellent (≥4.5★),4.28645699999999,103.4776071,No,Yes,No,Yes,No,No,Yes,No,No,1,Overall Dining Experience,49.0,33.0,11.71
Galley,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.2510252,103.4243944,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,63.65,18.37,9.98
Kedai Nasi Budu - Ani Selera Kampung,,Kuala Terengganu,Restaurant,Other,4.0,Very Good (≥4.0★),4.2224704,103.4362075,No,No,No,No,No,No,Yes,Yes,No,6,Seafood & Local Snacks,59.6,23.28,10.59
Restoran Abu Nur,,Kemaman,Restaurant,Other,5.0,Excellent (≥4.5★),4.2450426,103.406690599999,No,No,No,Yes,No,No,No,No,No,4,Malay Review Sentiment,68.37,19.64,7.25
Warung Aziz Satar,,Kampung Geliga Cik Akob,Restaurant,Other,4.0,Very Good (≥4.0★),4.2139554,103.4363358,No,No,No,Yes,No,No,Yes,Yes,No,6,Seafood & Local Snacks,49.28,28.25,13.34
Kemaman Sizzling Hot Plate.,,Kampung Dusun Nyior,Restaurant,Other,4.0,Very Good (≥4.0★),4.23250999999999,103.427496999999,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,59.86,24.36,7.88
Restaurant Farhan,,Jalan Cukai Utama 2,Restaurant,Other,5.0,Excellent (≥4.5★),4.22122809999999,103.418029699999,No,No,No,Yes,No,No,No,No,No,3,Location & Ambiance,54.95,27.05,12.5
Miss Cabin Western Food,,Kampung Gong Limau,Western Restaurant,Western,5.0,Excellent (≥4.5★),4.2454547,103.4139938,No,No,No,Yes,No,No,No,Yes,No,5,Western & Fusion Food,60.09,27.62,8.65
Kedai Makan D' Syukur,,Jalan Air Putih,Restaurant,Other,5.0,Excellent (≥4.5★),4.2399368,103.405140199999,No,No,No,No,No,No,No,No,No,1,Overall Dining Experience,76.76,10.47,5.19
Kemaman Kitchen,,Kampung Gong Limau,Restaurant,Other,5.0,Excellent (≥4.5★),4.24765229999999,103.410756299999,No,No,No,No,Yes,No,No,No,No,1,Overall Dining Experience,67.2,17.37,8.13
Warung Sup Petaling Street,,Batu 2 1/2,Soup Kitchen,Other,5.0,Excellent (≥4.5★),4.2425976,103.3946237,No,No,No,No,No,No,No,No,No,4,Malay Review Sentiment,78.13,11.67,4.78
"Satar & Otak-Otak Che Wan Geliga,Kemaman Trg.",,"6209, Jalan Geliga Pantai",Restaurant,Other,5.0,Excellent (≥4.5★),4.202495,103.4386081,No,No,No,Yes,No,No,No,No,No,3,Location & Ambiance,44.95,31.16,17.3
De' Office Cafe & Restaurant,,Taman Cukai Utama,Restaurant,Other,5.0,Excellent (≥4.5★),4.22309869999999,103.4192504,No,No,No,No,Yes,Yes,No,No,No,1,Overall Dining Experience,70.08,22.71,4.5
